delivery_start,cancellation_event_received_at,attributed_partner,attributed_channel_group,cancellation_reason
,,PartnerA,GroupA,
2024-10-25 00:00:00+00:00,2025-03-06 20:33:05+00:00,PartnerA,GroupA,OtherSupplier
2024-12-02 00:00:00+00:00,,PartnerA,GroupA,
2024-06-01 00:00:00+00:00,,PartnerA,GroupA,
2025-09-18 00:00:00+00:00,,PartnerA,GroupA,
2024-12-21 00:00:00+00:00,,PartnerA,GroupA,
2025-04-15 00:00:00+00:00,,PartnerA,GroupA,
2024-07-01 00:00:00+00:00,2024-08-23 21:41:55+00:00,PartnerA,GroupA,CustomerSupplierChange
,,PartnerA,GroupA,
2024-01-30 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2025-04-16 00:00:00+00:00,2025-05-08 21:47:51+00:00,PartnerA,GroupA,OtherSupplier
2024-11-15 00:00:00+00:00,2024-11-12 17:17:19+00:00,PartnerA,GroupA,OtherSupplier
2025-08-16 00:00:00+00:00,,PartnerA,GroupA,
2025-02-24 00:00:00+00:00,2025-03-20 14:53:16+00:00,PartnerA,GroupA,CustomerSupplierChange
2024-03-12 00:00:00+00:00,,PartnerA,GroupA,
2025-03-16 00:00:00+00:00,,PartnerA,GroupA,
2025-06-15 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2023-06-17 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2023-01-30 00:00:00+00:00,2023-06-06 13:53:05+00:00,PartnerA,GroupA,OtherSupplier
2023-12-29 00:00:00+00:00,2024-10-12 21:08:39+00:00,PartnerA,GroupA,OtherSupplier
2024-07-02 00:00:00+00:00,,PartnerA,GroupA,
2023-05-09 00:00:00+00:00,2023-11-26 14:54:01+00:00,PartnerA,GroupA,OtherSupplier
2024-02-02 00:00:00+00:00,2024-12-19 14:55:42+00:00,PartnerA,GroupA,CustomerSupplierChange
2025-08-07 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
,,PartnerA,GroupA,
2023-11-01 00:00:00+00:00,,PartnerA,GroupA,
2024-08-31 00:00:00+00:00,,PartnerA,GroupA,
2024-05-01 00:00:00+00:00,2024-06-13 20:47:32+00:00,PartnerA,GroupA,OtherSupplier
2024-07-01 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2025-04-01 00:00:00+00:00,,PartnerA,GroupA,
2023-11-14 00:00:00+00:00,2024-07-01 21:30:07+00:00,PartnerA,GroupA,Dunning
2025-06-22 00:00:00+00:00,,PartnerA,GroupA,
2023-03-16 00:00:00+00:00,2023-12-21 20:32:49+00:00,PartnerA,GroupA,OtherSupplier
,,PartnerA,GroupA,
2026-01-27 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
,,PartnerA,GroupA,
2025-06-06 00:00:00+00:00,,PartnerA,GroupA,
2024-07-20 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
,,PartnerA,GroupA,
2024-12-15 00:00:00+00:00,,PartnerA,GroupA,
2025-08-02 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2023-06-19 00:00:00+00:00,2023-09-12 21:19:17+00:00,PartnerA,GroupA,CustomerRelocation
2025-01-01 00:00:00+00:00,,PartnerA,GroupA,
2026-03-06 00:00:00+00:00,,PartnerA,GroupA,
2025-02-01 00:00:00+00:00,,PartnerA,GroupA,
2025-01-01 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
,,PartnerA,GroupA,
2024-09-06 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2024-10-26 00:00:00+00:00,2025-02-05 15:53:12+00:00,PartnerA,GroupA,CustomerRelocation
2024-08-11 00:00:00+00:00,,PartnerA,GroupA,
2024-11-11 00:00:00+00:00,,PartnerA,GroupA,
2024-08-01 00:00:00+00:00,,PartnerA,GroupA,
2024-07-30 00:00:00+00:00,2025-01-28 20:33:11+00:00,PartnerA,GroupA,OtherSupplier
2023-08-10 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2024-12-01 00:00:00+00:00,,PartnerA,GroupA,
,,PartnerA,GroupA,
2025-08-27 00:00:00+00:00,,PartnerA,GroupA,
2024-09-01 00:00:00+00:00,,PartnerA,GroupA,
2025-05-18 00:00:00+00:00,,PartnerA,GroupA,
2024-08-13 00:00:00+00:00,,PartnerA,GroupA,
2024-09-03 00:00:00+00:00,2024-08-21 13:54:58+00:00,PartnerA,GroupA,CustomerSupplierChange
,,PartnerA,GroupA,
2024-12-09 00:00:00+00:00,2025-01-10 21:29:52+00:00,PartnerA,GroupA,OtherSupplier
2024-07-01 00:00:00+00:00,,PartnerA,GroupA,Unknown
,,PartnerA,GroupA,
2024-11-27 00:00:00+00:00,,PartnerA,GroupA,
2024-07-19 00:00:00+00:00,,PartnerA,GroupA,
2025-02-01 00:00:00+00:00,,PartnerA,GroupA,
2025-06-05 00:00:00+00:00,,PartnerA,GroupA,
2025-02-01 00:00:00+00:00,2025-05-04 19:33:20+00:00,PartnerA,GroupA,OtherSupplier
2025-06-17 00:00:00+00:00,,PartnerA,GroupA,
2025-01-12 00:00:00+00:00,2025-01-31 14:54:07+00:00,PartnerA,GroupA,CustomerSupplierChange
2024-10-01 00:00:00+00:00,,PartnerA,GroupA,
2023-11-27 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-17 00:00:00+00:00,,PartnerB,GroupB,
2023-04-20 00:00:00+00:00,2023-11-01 21:23:09+00:00,PartnerB,GroupB,OtherSupplier
2024-05-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-06-11 00:00:00+00:00,2025-05-05 19:29:19+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-11-21 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2023-02-09 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,2025-05-08 13:54:19+00:00,PartnerB,GroupB,Dunning
2023-05-19 00:00:00+00:00,2023-08-11 19:32:50+00:00,PartnerB,GroupB,OtherSupplier
2024-09-16 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-03-18 00:00:00+00:00,,PartnerB,GroupB,
2023-06-01 00:00:00+00:00,2025-05-05 13:53:31+00:00,PartnerB,GroupB,OtherSupplier
2025-03-28 00:00:00+00:00,2025-05-12 13:53:59+00:00,PartnerB,GroupB,OtherSupplier
2024-09-09 00:00:00+00:00,2025-07-07 19:17:45+00:00,PartnerB,GroupB,CustomerSupplierChange
2026-05-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-07-05 00:00:00+00:00,,PartnerB,GroupB,
2026-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-06-03 00:00:00+00:00,,PartnerB,GroupB,
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-03-13 00:00:00+00:00,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
2023-08-05 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-11-15 00:00:00+00:00,2024-05-30 13:53:22+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-12-18 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
2025-04-26 00:00:00+00:00,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-07-15 00:00:00+00:00,,PartnerB,GroupB,
2024-12-12 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-07-02 00:00:00+00:00,,PartnerB,GroupB,
2025-04-16 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,CustomerSupplierChange
,,PartnerB,GroupB,
2023-05-23 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-08-20 00:00:00+00:00,,PartnerB,GroupB,
2024-08-21 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-04-17 00:00:00+00:00,,PartnerB,GroupB,
2025-05-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-18 00:00:00+00:00,2025-02-12 14:53:17+00:00,PartnerB,GroupB,Dunning
2025-07-13 00:00:00+00:00,,PartnerB,GroupB,
2023-08-09 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-07-14 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-04-06 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-09-27 00:00:00+00:00,,PartnerB,GroupB,
2023-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-06-24 00:00:00+00:00,,PartnerB,GroupB,
2024-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-09-04 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-05-26 00:00:00+00:00,2023-12-09 22:55:21+00:00,PartnerB,GroupB,CustomerRelocation
2023-05-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-07 00:00:00+00:00,,PartnerB,GroupB,
2023-02-01 00:00:00+00:00,,PartnerB,GroupB,
2024-10-07 00:00:00+00:00,,PartnerB,GroupB,
2025-07-23 00:00:00+00:00,2025-07-22 19:33:16+00:00,PartnerB,GroupB,OtherSupplier
2023-09-01 00:00:00+00:00,,PartnerB,GroupB,
2024-09-17 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-12-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-10-23 00:00:00+00:00,,PartnerB,GroupB,
2023-08-11 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-08-30 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-04-02 00:00:00+00:00,2024-10-28 18:02:00+00:00,PartnerB,GroupB,OtherSupplier
2024-11-16 00:00:00+00:00,,PartnerB,GroupB,
2023-11-01 00:00:00+00:00,2025-07-02 20:56:05+00:00,PartnerB,GroupB,CustomerRelocation
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-05 00:00:00+00:00,,PartnerB,GroupB,
2023-07-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-26 00:00:00+00:00,,PartnerB,GroupB,
2026-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-12 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-06-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2024-10-31 00:00:00+00:00,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,2024-07-03 21:47:14+00:00,PartnerB,GroupB,OtherSupplier
,2023-01-03 14:52:40+00:00,PartnerB,GroupB,
2025-08-20 00:00:00+00:00,,PartnerB,GroupB,
2023-12-29 00:00:00+00:00,,PartnerB,GroupB,
2025-09-05 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-31 00:00:00+00:00,2025-04-03 13:53:12+00:00,PartnerB,GroupB,CustomerSupplierChange
,,PartnerB,GroupB,
2023-06-01 00:00:00+00:00,,PartnerB,GroupB,
2024-05-08 00:00:00+00:00,,PartnerB,GroupB,
2024-09-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-08-31 00:00:00+00:00,,PartnerB,GroupB,
2023-01-22 00:00:00+00:00,2023-05-04 13:52:47+00:00,PartnerB,GroupB,CustomerRelocation
2025-03-25 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-08-06 00:00:00+00:00,,PartnerB,GroupB,
2023-03-01 00:00:00+00:00,2024-05-10 20:16:14+00:00,PartnerB,GroupB,CustomerRelocation
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-10-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-09-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-22 00:00:00+00:00,,PartnerB,GroupB,
2026-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-05-22 00:00:00+00:00,,PartnerB,GroupB,
2024-12-15 00:00:00+00:00,,PartnerB,GroupB,
2023-03-01 00:00:00+00:00,2023-08-07 13:53:09+00:00,PartnerB,GroupB,OtherSupplier
2025-06-26 00:00:00+00:00,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-08-09 00:00:00+00:00,,PartnerB,GroupB,
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,
2023-06-17 00:00:00+00:00,2023-06-10 19:32:19+00:00,PartnerB,GroupB,OtherSupplier
2023-07-03 00:00:00+00:00,2024-10-31 21:47:37+00:00,PartnerB,GroupB,CustomerRelocation
,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-09-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-06-02 00:00:00+00:00,,PartnerB,GroupB,
2025-11-03 00:00:00+00:00,,PartnerB,GroupB,
2024-12-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-04-19 00:00:00+00:00,2025-02-13 14:52:33+00:00,PartnerB,GroupB,CustomerRelocationRetained
2025-02-13 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-05-23 00:00:00+00:00,2024-10-28 14:53:50+00:00,PartnerB,GroupB,CustomerRelocation
2023-07-05 00:00:00+00:00,,PartnerB,GroupB,
2025-08-02 00:00:00+00:00,,PartnerB,GroupB,
2025-02-06 00:00:00+00:00,2025-03-08 09:07:11+00:00,PartnerB,GroupB,CustomerSupplierChange
,,PartnerB,GroupB,
2025-08-18 00:00:00+00:00,,PartnerB,GroupB,
2023-10-19 00:00:00+00:00,,PartnerB,GroupB,
2025-07-09 00:00:00+00:00,,PartnerB,GroupB,
2025-05-22 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-03-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-02-04 00:00:00+00:00,,PartnerB,GroupB,
2024-06-19 00:00:00+00:00,2025-02-19 20:32:53+00:00,PartnerB,GroupB,OtherSupplier
2024-06-01 00:00:00+00:00,2025-02-25 14:52:39+00:00,PartnerB,GroupB,CustomerRelocation
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-08-14 00:00:00+00:00,,PartnerB,GroupB,
2024-09-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-09-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-16 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-09 00:00:00+00:00,,PartnerB,GroupB,
2024-07-27 00:00:00+00:00,,PartnerB,GroupB,
2024-10-01 00:00:00+00:00,,PartnerB,GroupB,
2024-06-28 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,2024-12-30 20:33:52+00:00,PartnerB,GroupB,OtherSupplier
2024-07-04 00:00:00+00:00,2025-02-20 20:32:29+00:00,PartnerB,GroupB,CustomerRelocationRetained
2024-04-26 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-12-15 00:00:00+00:00,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2026-01-26 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-05-12 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-03-13 00:00:00+00:00,,PartnerB,GroupB,CustomerSupplierChange
2023-06-08 00:00:00+00:00,,PartnerB,GroupB,
2025-08-13 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-11 00:00:00+00:00,,PartnerB,GroupB,
2024-12-10 00:00:00+00:00,,PartnerB,GroupB,
2025-07-03 00:00:00+00:00,,PartnerB,GroupB,
2025-02-07 00:00:00+00:00,,PartnerB,GroupB,
2024-09-01 00:00:00+00:00,,PartnerB,GroupB,
2025-02-05 00:00:00+00:00,,PartnerB,GroupB,
2024-06-25 00:00:00+00:00,,PartnerB,GroupB,
2025-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-10-01 00:00:00+00:00,2024-11-02 22:53:30+00:00,PartnerB,GroupB,OtherSupplier
2025-06-13 00:00:00+00:00,,PartnerB,GroupB,
2025-08-16 00:00:00+00:00,,PartnerB,GroupB,
2025-10-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-17 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-03-03 00:00:00+00:00,,PartnerB,GroupB,
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
2023-06-16 00:00:00+00:00,,PartnerB,GroupB,
2024-06-04 00:00:00+00:00,,PartnerB,GroupB,
2024-05-02 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2023-01-05 00:00:00+00:00,2023-12-20 22:06:07+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,2025-04-29 13:54:15+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-24 00:00:00+00:00,,PartnerB,GroupB,
2024-07-19 00:00:00+00:00,2024-11-22 20:34:08+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-03-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-08-09 00:00:00+00:00,,PartnerB,GroupB,
2025-08-18 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
2024-08-08 00:00:00+00:00,,PartnerB,GroupB,
2023-04-25 00:00:00+00:00,,PartnerB,GroupB,
2023-02-14 00:00:00+00:00,2024-01-18 14:53:35+00:00,PartnerB,GroupB,CustomerSupplierChange
2023-12-01 00:00:00+00:00,2024-01-08 14:53:08+00:00,PartnerB,GroupB,CustomerSupplierChange
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-01-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-05-15 00:00:00+00:00,,PartnerB,GroupB,
2025-08-19 00:00:00+00:00,,PartnerB,GroupB,
2025-07-07 00:00:00+00:00,,PartnerB,GroupB,
2024-05-28 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-02-06 00:00:00+00:00,2025-06-16 21:25:12+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-08-28 00:00:00+00:00,2024-12-30 14:53:55+00:00,PartnerB,GroupB,Dunning
2024-12-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-09-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-23 00:00:00+00:00,,PartnerB,GroupB,
2023-05-01 00:00:00+00:00,2024-01-04 21:38:32+00:00,PartnerB,GroupB,OtherSupplier
2025-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-01-09 00:00:00+00:00,,PartnerB,GroupB,
2024-06-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-14 00:00:00+00:00,,PartnerB,GroupB,
2024-06-30 00:00:00+00:00,,PartnerB,GroupB,
2024-04-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-08-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-17 00:00:00+00:00,,PartnerB,GroupB,
2024-05-17 00:00:00+00:00,2025-04-02 13:53:46+00:00,PartnerB,GroupB,OtherSupplier
2023-07-05 00:00:00+00:00,,PartnerB,GroupB,
2024-02-26 00:00:00+00:00,,PartnerB,GroupB,
2024-05-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-30 00:00:00+00:00,,PartnerB,GroupB,
2025-05-04 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-01-01 00:00:00+00:00,2023-12-04 22:54:46+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2025-02-08 00:00:00+00:00,,PartnerB,GroupB,
2024-08-02 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-10-01 00:00:00+00:00,2024-10-22 13:54:27+00:00,PartnerB,GroupB,CustomerSupplierChange
2024-11-27 00:00:00+00:00,,PartnerB,GroupB,
2025-07-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-18 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-08-07 00:00:00+00:00,,PartnerB,GroupB,
2025-05-01 00:00:00+00:00,2025-05-27 13:53:36+00:00,PartnerB,GroupB,CustomerSupplierChange
2023-01-10 00:00:00+00:00,,PartnerB,GroupB,
2024-06-01 00:00:00+00:00,,PartnerB,GroupB,
2025-09-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-02-28 00:00:00+00:00,2024-07-03 13:53:09+00:00,PartnerB,GroupB,OtherSupplier
2025-06-17 00:00:00+00:00,,PartnerB,GroupB,
2024-09-02 00:00:00+00:00,,PartnerB,GroupB,
2024-10-01 00:00:00+00:00,2025-05-15 19:52:51+00:00,PartnerB,GroupB,CustomerRelocationRetained
2023-01-01 00:00:00+00:00,2023-06-08 13:53:31+00:00,PartnerB,GroupB,CustomerSupplierChange
2025-08-20 00:00:00+00:00,,PartnerB,GroupB,
2025-03-19 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-04-15 00:00:00+00:00,,PartnerB,GroupB,
2023-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,,PartnerB,GroupB,
2023-09-09 00:00:00+00:00,2024-06-21 20:32:13+00:00,PartnerB,GroupB,OtherSupplier
2023-06-14 00:00:00+00:00,2023-09-27 20:25:18+00:00,PartnerB,GroupB,OtherSupplier
2024-12-18 00:00:00+00:00,,PartnerB,GroupB,
2024-03-14 00:00:00+00:00,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-05-01 00:00:00+00:00,,PartnerB,GroupB,
2025-03-17 00:00:00+00:00,2025-08-22 20:13:12+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-12-30 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-16 00:00:00+00:00,,PartnerB,GroupB,
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,2023-01-09 20:32:24+00:00,PartnerB,GroupB,
,2025-08-04 19:15:50+00:00,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-04-01 00:00:00+00:00,,PartnerB,GroupB,
2024-05-23 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-09-01 00:00:00+00:00,2024-01-19 21:40:37+00:00,PartnerB,GroupB,CustomerSupplierChange
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-05-25 00:00:00+00:00,2025-04-25 13:53:25+00:00,PartnerB,GroupB,CustomerRelocation
2024-04-15 00:00:00+00:00,,PartnerB,GroupB,
2025-07-20 00:00:00+00:00,,PartnerB,GroupB,
2025-09-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-11-01 00:00:00+00:00,,PartnerB,GroupB,
2023-05-17 00:00:00+00:00,,PartnerB,GroupB,
2023-09-01 00:00:00+00:00,,PartnerB,GroupB,
2025-07-09 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-07-01 00:00:00+00:00,,PartnerB,GroupB,
2024-01-01 00:00:00+00:00,2025-02-12 20:32:53+00:00,PartnerB,GroupB,OtherSupplier
2025-07-15 00:00:00+00:00,,PartnerB,GroupB,
2027-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2026-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-05-14 00:00:00+00:00,2025-03-23 14:52:53+00:00,PartnerB,GroupB,OtherSupplier
,,PartnerB,GroupB,
2024-04-05 00:00:00+00:00,,PartnerB,GroupB,
2024-10-29 00:00:00+00:00,,PartnerB,GroupB,
2023-05-14 00:00:00+00:00,,PartnerB,GroupB,
2023-11-30 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2025-04-15 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-08-15 00:00:00+00:00,2023-08-31 13:53:44+00:00,PartnerB,GroupB,OtherSupplier
2024-08-29 00:00:00+00:00,,PartnerB,GroupB,
2024-12-18 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
,,PartnerB,GroupB,
2026-08-01 00:00:00+00:00,,PartnerB,GroupB,
2025-01-01 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2024-07-01 00:00:00+00:00,2025-06-13 13:56:07+00:00,PartnerB,GroupB,Dunning
2025-02-01 00:00:00+00:00,,PartnerB,GroupB,
2024-12-01 00:00:00+00:00,,PartnerB,GroupB,
2024-06-15 00:00:00+00:00,,PartnerB,GroupB,
2023-05-07 00:00:00+00:00,,PartnerB,GroupB,
2024-12-31 00:00:00+00:00,,PartnerB,GroupB,
,,PartnerB,GroupB,
2023-11-01 00:00:00+00:00,,PartnerB,GroupB,
2023-12-21 00:00:00+00:00,,PartnerB,GroupB,
2025-04-01 00:00:00+00:00,,PartnerB,GroupB,
2023-08-03 00:00:00+00:00,,PartnerB,GroupB,
2025-01-27 00:00:00+00:00,,PartnerB,GroupB,
